headline,section,date
Obama’s claim that Trump’s Obamacare moves have ‘already cost’ 3 million people health insurance,Politics,9/14/2018
"If you&#8217;ve lost hope in American democracy, here&#8217;s some good news",Politics,9/14/2018
"Yes, Stephen Curry is right. Having a daughter does change men&#8217;s political outlooks &#8212; but only if she&#8217;s firstborn.",Politics,9/14/2018
John Bolton attacked the ICC. Cooperating with it might be a better way to protect U.S. interests.,Politics,9/14/2018
&#8216;Gina is Great&#8217;: Trump endorses book declaring him possibly the &#8216;most sound-minded&#8217; president ever,Politics,9/14/2018
Scientists warned of rising sea levels in North Carolina. Republican lawmakers shelved their recommendations.,Politics,9/14/2018
"Who to blame for the protests in Basra, Iraq?",Politics,9/14/2018
The Cybersecurity 202: Lawmakers want intelligence chiefs to help counter threat from doctored videos,Politics,9/14/2018
Willie Nelson is playing his first-ever political concert for Beto O&#8217;Rourke. Some fans are abandoning him.,Politics,9/14/2018
Trump takes another shot at John Kerry for meetings with Iranian officials,Politics,9/14/2018
Winners and losers of the 2018 primary season,Politics,9/14/2018
I was a Yankee liberal. It took moving to Arkansas for me to understand my biases.,Politics,9/14/2018
The Health 202: Maryland lawsuit aims to uphold ACA's constitutionality,Politics,9/14/2018
The Finance 202: Consumers will face pain if China trade war escalates,Politics,9/14/2018
The Daily 202: New York primary results challenge the crystallizing 2018 narrative,Politics,9/14/2018
The Energy 202: Climate conference shows divide among Democrats over how to counter global warming,Politics,9/14/2018
Paul Ryan retains his cynical view of identity politics as he closes his congressional career,Politics,9/14/2018
Paul Manafort becomes the fifth Trump campaign team member to plead guilty to criminal charges,Politics,9/14/2018
Trump tweet warns against spreading false news about hurricanes — a day after he tweeted false news about a hurricane,Politics,9/14/2018
Kavanaugh denies decades-old allegation of potential sexual misconduct,Politics,9/14/2018
Hundreds rescued in town of New Bern as Hurricane Florence batters North Carolina coast,Politics,9/14/2018
"After Hurricane Maria tweets, Hispanic Caucus Chair declines Trump invitation to White House",Politics,9/14/2018
"What could Paul Manafort share with Mueller? A lot, potentially.",Politics,9/14/2018
"What could Paul Manafort share with Mueller? A lot, potentially.",Politics,9/14/2018
"Grace Jones, &#8216;Hurricane Dub&#8217;: The Week In One Song",Politics,9/14/2018
Robert Mueller snags his Golden Goose,Politics,9/14/2018
Robert Mueller may have just eliminated one of Trump’s biggest complaints,Politics,9/14/2018
Cable news coverage of approaching hurricanes is only sometimes out-of-whack with reality,Politics,9/14/2018
"Manafort will cooperate with Mueller as part of guilty plea, prosecutor says",Politics,9/14/2018
‘Bada bing bada boom’: Paul Manafort’s attempt to smear a jailed Ukrainian politician,Politics,9/14/2018
Manafort’s guilty plea exposes hardball tactics he used to thrive in Washington swamp,Politics,9/14/2018
Contractors sue non-partisan group No Labels,Politics,9/14/2018
"Deficit hawks are dead, and few in Washington can muster any outrage",Politics,9/14/2018
How badly did Russia&#8217;s interview with the Skripal poisoning suspects backfire?,Politics,9/15/2018
"Female candidates can break records in November, but a lot has to go their way",Politics,9/15/2018
I was a prosecutor. Here’s what stands out to me about Manafort’s deal with Mueller.,Politics,9/15/2018
A fresh look back at 2016 finds America with an identity crisis,Politics,9/15/2018
Trump has decided to impose additional tariffs on $200 billion in Chinese goods in dramatic escalation of trade battle,Politics,9/15/2018
Trump has decided to impose tariffs on $200 billion in Chinese goods in dramatic escalation of trade battle,Politics,9/15/2018
"Sorry, Mr. President: The Hurricane Maria death toll in Puerto Rico didn’t grow by ‘magic’",Politics,9/15/2018
‘We do consider this to be a serial killer’: Border Patrol agent suspected of killing 4 women,Politics,9/15/2018
‘Robert Mueller’s real quest here is for the truth’: How Paul Manafort’s plea brings the special counsel probe closer to its endgame,Politics,9/15/2018
FEMA Administrator Brock Long says Puerto Rico hurricane death toll numbers are ‘all over the place’,Politics,9/16/2018
Senators say Kavanaugh letter won’t hold up confirmation process,Politics,9/16/2018
Advertising totals reveal parties’ positioning in battle for House,Politics,9/16/2018
John Kerry criticized for saying Trump has ‘the insecurity of a teenage girl’,Politics,9/16/2018
"After attacking Trump, JPMorgan chief now says the president has done ‘pretty good’ with economy",Politics,9/16/2018
Florence brings headaches and heartache to World Equestrian Games in North Carolina,Politics,9/16/2018
Gun control group’s political arm pouring millions into midterm elections,Politics,9/16/2018
"California professor, writer of confidential Brett Kavanaugh letter, speaks out about her allegation of sexual assault",Politics,9/16/2018
Did Brett Kavanaugh give false testimony under oath?,Politics,9/17/2018
Xi Jinping pledged $60 billion for Africa. Where will the money go?,Politics,9/17/2018
"Now that his accuser spoke out, is Brett Kavanaugh’s nomination in danger?",Politics,9/17/2018
"Now that his accuser spoke out, is Brett Kavanaugh’s nomination in danger?",Politics,9/17/2018
"Are states, cities and companies taking the lead on climate action?",Politics,9/17/2018
Democrats are twice as likely as Republicans to name Trump as a reason for their pick in congressional elections,Politics,9/17/2018
The other big reason Paul Manafort could change everything,Politics,9/17/2018
Democrats are twice as likely as Republicans to name Trump as a reason for their pick in congressional elections,Politics,9/17/2018
Russia is gearing up to misinform the U.S. public about Syria. Here&#8217;s our cheat sheet to identify Twitter trolls.,Politics,9/17/2018
The other big reason Paul Manafort could change everything,Politics,9/17/2018
The Cybersecurity 202: California's Internet of Things cybersecurity bill could lay groundwork for federal action,Politics,9/17/2018
The Health 202: Senators to vote on opioid package. But big hurdles remain.,Politics,9/17/2018
"Kavanaugh accuser willing to testify, her lawyer says",Politics,9/17/2018
‘Our democracy is in crisis’: Hillary Clinton takes aim at Trump in scathing new essay,Politics,9/17/2018
The Energy 202: Industry group says hurricanes bolster case for expanding offshore drilling,Politics,9/17/2018
The Finance 202: China weighs retaliation against U.S. in escalating trade war,Politics,9/17/2018
The Daily 202: Kavanaugh allegations test the staying power of the #MeToo movement,Politics,9/17/2018
"Brett Kavanaugh, and an impossibly fraught #MeToo moment",Politics,9/17/2018
Brett Kavanaugh is accused of sexual assault. Here’s why Republicans are hesitating to pause his nomination.,Politics,9/17/2018
"In another moment, Kavanaugh might already have been cut loose. But this is the Trump era.",Politics,9/17/2018
Indicted congressman Chris Collins will remain on November ballot,Politics,9/17/2018
Revisiting Anita Hill in the wake of the Kavanaugh allegations,Politics,9/17/2018
Congressman retweets post mocking sexual assault allegation against Brett Kavanaugh,Politics,9/17/2018
"Brock Long’s remarkable defenses of Trump’s Puerto Rico death toll conspiracy theory, annotated",Politics,9/17/2018
Democrats express more economic distress than Republicans -- including among whites,Politics,9/17/2018
Senate set to pass sweeping opioids package,Politics,9/17/2018
Why are accusations against Kavanaugh coming out now?,Politics,9/17/2018
The storm brewing behindTrump’s muted response to Brett Kavanaugh’s accuser,Politics,9/17/2018
Kellyanne Conway says Kavanaugh accuser ‘should not be insulted’ — after Trump Jr. mocked her,Politics,9/17/2018
"Trump orders Justice Dept. to declassify Russia-related material, including part of court order to surveil former campaign adviser",Politics,9/17/2018
"Senate committee to hold public hearing with Supreme Court nominee Brett Kavanaugh after sexual assault allegation, officials say",Politics,9/17/2018
Groups launch ad campaigns in wake of Kavanaugh allegations,Politics,9/17/2018
"Legal team still confident that Manafort will not implicate Trump, Giuliani says",Politics,9/17/2018
Clarence Thomas-Anita Hill showdown shadows Senate in Kavanaugh nomination,Politics,9/17/2018
"With Trump muted, White House leans on Kavanaugh to defend himself",Politics,9/17/2018
Republicans fear reversals in November due to accusation against Supreme Court nominee,Politics,9/17/2018
"Special counsel asks to sentence former national security adviser Michael Flynn, possibly Nov. 28",Politics,9/17/2018
"Joe Biden: When a woman alleges sexual assault, presume she is telling the truth",Politics,9/17/2018
"Nellie Ohr, who worked for the firm behind Trump-Russia dossier, to meet with House committees",Politics,9/17/2018
Women’s votes might be the key to stopping Brazil’s far-right presidential candidate. Here’s why.,Politics,9/17/2018
How conservative media reacted to the Christine Ford accusation against Brett Kavanaugh,Politics,9/18/2018
How conservative media reacted to the Christine Ford accusation against Brett Kavanaugh,Politics,9/18/2018
The ‘Trump economy’ versus the ‘Obama economy’,Politics,9/18/2018
How to get more college students to vote,Politics,9/18/2018
A former sex-crimes prosecutor analyzed Ford’s allegations against Kavanaugh. Here’s her take.,Politics,9/18/2018
White House reviews incident involving Epoch Times photographer handing a folder to Trump,Politics,9/18/2018
"In the U.S., black, brown and poor people suffer the most from environmental contamination",Politics,9/18/2018
Federal judge denies motion to force Georgia to adopt paper ballots in midterm election,Politics,9/18/2018
Anderson Cooper accuses Donald Trump Jr. of &#8216;tweeting lies&#8217; with old hurricane photo,Politics,9/18/2018
Kavanaugh&#8217;s accuser waited years to come forward. Does that undercut her claim?,Politics,9/18/2018
The Health 202: Senate passage of 'gag clause' ban is just a tiny step to lowering drug prices,Politics,9/18/2018
The pattern continues: Fox News spends far less time discussing Trump’s law-breaking allies,Politics,9/18/2018
The Cybersecurity 202: A new poll shows voter views on election security largely line up with experts' positions,Politics,9/18/2018
The Finance 202: Trump's tariffs on Chinese imports are about to get personal,Politics,9/18/2018
What happens to Brett Kavanaugh now? Here are 3 scenarios.,Politics,9/18/2018
What happens to Brett Kavanaugh now? Here are 3 scenarios.,Politics,9/18/2018
"The Energy 202: Hurricane Florence blows hole in Trump team's case for helping coal and nuclear power, critics say",Politics,9/18/2018
Trump’s insistence on an upcoming ‘red wave’ could make a blue wave higher,Politics,9/18/2018
GOP House leadership PAC uses Democratic candidate’s brother in attack ad for Paul Ryan’s seat,Politics,9/18/2018
All eyes are on the relationship between the GOP and women after Kavanaugh allegation,Politics,9/18/2018
The Daily 202: Polarization poses problems for Kavanaugh as he prepares to testify in his defense,Politics,9/18/2018
The Trailer: Republicans want to run on Medicare. Democrats say bring it on.,Politics,9/18/2018
Grassley says Monday’s hearing will be limited to two witnesses: Kavanaugh and his accuser,Politics,9/18/2018
"Why the Brett Kavanaugh accusation isn’t really a ‘he said, she said’ anymore",Politics,9/18/2018
‘Red-tide Rick has got to go’: Protesters run Florida governor out of campaign rally,Politics,9/18/2018
Devin Nunes explains ‘antifa’ and ‘all of these riots’: ‘Because we’re winning’,Politics,9/18/2018
"Senate passes spending bill aimed at averting government shutdown, but without increased wall funding, Trump’s support is uncertain",Politics,9/18/2018
Trump jokes that he ‘better win the Hispanics next time.' He’d have to give up his base to do that.,Politics,9/18/2018
Trump seeks to blunt future criticism of Florence response by Democrats,Politics,9/18/2018
Lindsey Graham’s bizarre defense of not making Brett Kavanaugh’s friend testify,Politics,9/18/2018
Trump’s supremely unhelpful comments on Brett Kavanaugh,Politics,9/18/2018
Are Republicans taking the Kavanaugh accusation seriously? It’s a fair question.,Politics,9/18/2018
"The Trump approach to refugees, visualized",Politics,9/18/2018
No women served on the Senate Judiciary Committee in 1991. The ugly Anita Hill hearings changed that.,Politics,9/18/2018
"Senate passes massive defense and health spending bill, tries to delay border wall fight to after midterms",Politics,9/18/2018
Political nonprofits must now name many of their donors under federal court ruling after Supreme Court declines to intervene,Politics,9/18/2018
Political nonprofits must now name many of their donors under federal court ruling after Supreme Court declines to intervene,Politics,9/18/2018
The Trailer: Brett Kavanaugh and the case of the missing fan club,Politics,9/18/2018
Five sitting senators voted on Clarence Thomas’s nomination,Politics,9/18/2018
Trump’s declassification order rewards allies’ strategy of sidestepping Congress,Politics,9/18/2018
‘Why didn’t she bring it up?’: Feinstein under scrutiny for handling of allegations against Kavanaugh,Politics,9/18/2018
Kavanaugh’s accuser thought her life would be upended. She was right.,Politics,9/18/2018
New U.S.-China tariffs raise fears of an economic Cold War,Politics,9/18/2018
‘Shut up and step up.’ This senator’s message to men in the wake of the Kavanaugh accusation,Politics,9/18/2018
‘Shut up and step up.’ This senator’s message to men in the wake of the Kavanaugh accusation,Politics,9/18/2018
The worst is yet to come for Kavanaugh’s accuser. Take it from this sexual assault expert.,Politics,9/19/2018
Would the House GOP plan have prevented ‘price discrimination’ against people with preexisting conditions?,Politics,9/19/2018
Politicians blame refugees for violence. But refugees are more likely to be its victims.,Politics,9/19/2018
There might not be a government shutdown this year. This is big news.,Politics,9/19/2018
The Finance 202: The stock market is shrugging off Trump's trade war. That may not last.,Politics,9/19/2018
71 countries are negotiating a new biodiversity treaty. Here&#8217;s what you need to know.,Politics,9/19/2018
Is Brazil’s presidential front-runner Jair Bolsonaro the Latin American Donald Trump? Nope.,Politics,9/19/2018
"Anita Hill urges senators to &#8216;push the pause button&#8217; on Kavanaugh hearing, says FBI should investigate",Politics,9/19/2018
&#8216;I should have fired him before I got here&#8217;: Trump says he regrets not firing Comey sooner,Politics,9/19/2018
Report: Federal prisons fail to provide adequate services for female inmates,Politics,9/19/2018
The Energy 202: Democrats really wanted Scott Pruitt gone. Now what?,Politics,9/19/2018
Kavanaugh’s accuser is calling Republicans' bluff,Politics,9/19/2018
‘I don’t have an attorney general’: Trump escalates his attacks on Jeff Sessions,Politics,9/19/2018
The Daily 202: Senate Republicans playing hardball with accuser in push to swiftly confirm Kavanaugh,Politics,9/19/2018
Now we know what Putin whispers in Trump’s ear,Politics,9/19/2018
Now we know what Putin whispers in Trump’s ear,Politics,9/19/2018
Why a federal investigation into the Kavanaugh allegation is far from impossible,Politics,9/19/2018
Trump says it is ‘very hard for me to imagine anything happened’ between Kavanaugh and his sexual assault accuser,Politics,9/19/2018
Trump says alleged assault by Kavanaugh is ‘very hard for me to imagine’,Politics,9/19/2018
Trump said his tax cuts would bring $5 trillion into the U.S. We have 97 percent to go.,Politics,9/19/2018
Republicans have no good options on Brett Kavanaugh,Politics,9/19/2018
Trump says he found inspiration for border wall at memorial for Flight 93 victims,Politics,9/19/2018
Has ‘drive-by shooting’ replaced ‘high-tech lynching’?,Politics,9/19/2018
"The Cybersecurity 202: Lawmakers are ready to embrace ethical hackers, even if DHS isn't",Politics,9/19/2018
Timeline: The birth of the Russia investigation,Politics,9/19/2018
Has ‘drive-by shooting’ replaced ‘high-tech lynching’?,Politics,9/19/2018
Republicans seem to have the votes to move forward with Brett Kavanaugh,Politics,9/19/2018
The Health 202: Obscure provision in House opioids' bill could restart war on drugs,Politics,9/19/2018
Republicans seem to have the votes to move forward with Brett Kavanaugh,Politics,9/19/2018
Trump tells storm survivors ‘we will never leave your side’ as he tours the Carolinas,Politics,9/19/2018
‘I told her that I believed her’: Calif. lawmaker describes meeting with Kavanaugh accuser,Politics,9/19/2018
Sarah Sanders: ‘Not true’ that Trump always sides with men in cases of sexual assault allegations.,Politics,9/20/2018
All the egregious things politicians have said (so far) about the Kavanaugh allegations,Politics,9/20/2018
President Trump has shown a ‘pattern’ for defending men accused of sexual misconduct,Politics,9/20/2018
"The Daily 202: Conservatives divided over Kavanaugh allegations, mostly along gender lines",Politics,9/21/2018
Trump walks back his plan to declassify documents related to Russia investigation,Politics,9/21/2018
The 10 most competitive Senate races: Democrats still have a path to the majority,Politics,9/21/2018
Trump walks back his plan to declassify Russia probe documents,Politics,9/21/2018
Kavanaugh ally says he did not communicate with White House or Supreme Court nominee about theory of another attacker,Politics,9/21/2018
For women on the 2018 campaign trail ‘sexism’ is no longer a forbidden word,Politics,9/21/2018
Trump says Christine Blasey Ford must have gone to authorities. Most young assault victims don’t.,Politics,9/21/2018
The Whelan tweets epitomize how nasty this has gotten -- and will get,Politics,9/21/2018
The Whelan tweets epitomize how nasty this has gotten -- and will get,Politics,9/21/2018
First lady’s spokeswoman receives warning for Hatch Act violation,Politics,9/21/2018
‘Kavanaugh will be on the U.S. Supreme Court’: McConnell just erased any doubt about Republicans' intentions to hear Ford out,Politics,9/21/2018
Ed Whelan’s Kavanaugh tweets: Conservatives hyped a pundit who promised to prove the judge innocent,Politics,9/21/2018
"Can, &#8216;Mushroom&#8217;: The week in one song",Politics,9/21/2018
Kavanaugh’s accuser might be better off with a criminal trial. So might Kavanaugh.,Politics,9/21/2018
Trump again offers an oversimplified assessment of black America,Politics,9/21/2018
How removal under the 25th Amendment works: A beginner’s guide,Politics,9/21/2018
How #MeToo has changed the D.C. power structure — so far,Politics,9/21/2018
Another sign that the central issue of 2018 is health care,Politics,9/21/2018
Political nonprofits seek answers after court decision targeting ‘dark money’,Politics,9/21/2018
‘Don’t get rattled’: Social conservatives rally behind embattled Supreme Court pick,Politics,9/21/2018
McCabe memos say Rosenstein considered secretly recording Trump,Politics,9/21/2018
"Trump praises Kavanaugh and says, ‘We have to fight for him’",Politics,9/21/2018
How a British music publicist ended up in the middle of the Russia storm,Politics,9/21/2018
4 reasons why the Kavanaugh hearings have become a stalled tropical storm,Politics,9/22/2018
"Amid Kavanaugh allegations, some evangelical leaders focus more on the courts",Politics,9/22/2018
"These six — yes, six — siblings of a Republican congressman just endorsed his opponent",Politics,9/22/2018
4 things we need to know about the Rod Rosenstein bombshell,Politics,9/22/2018
Grassley adviser resigns after sexual harassment accusation,Politics,9/22/2018
Senate’s seniority rules raise questions when presidential succession is at stake,Politics,9/22/2018
The Kavanaugh nomination is another big step in the politicization of the Supreme Court,Politics,9/22/2018
Lawmaker quits race after daughter says he molested her for more than a decade,Politics,9/22/2018
‘Master of the Self-Own’: People wonder why Ted Cruz tweeted ‘inspiring video’ of Beto O’Rourke,Politics,9/22/2018
Lawyers for Christine Blasey Ford say she has accepted Senate Judiciary Committee’s request to testify against Kavanaugh,Politics,9/22/2018
‘Incredibly frustrated’: Inside the GOP effort to save Kavanaugh amid assault allegation,Politics,9/22/2018
Trump administration seeks to limit access to visas or residency for immigrants who use or are likely to use public assistance,Politics,9/22/2018
Showtime&#8217;s ‘The Circus’ is fast food — tasty if not always nourishing,Politics,9/22/2018
The party of men: Kavanaugh fight risks worsening the Trump GOP’s gender problem,Politics,9/23/2018
"As hearing on Kavanaugh assault allegations loom, senators seem unwilling to budge",Politics,9/23/2018
Kavanaugh accuser will testify Thursday in front of Senate Judiciary Committee,Politics,9/23/2018
A Cosby accuser’s powerful message for Christine Blasey Ford,Politics,9/23/2018
Lindsey Graham: Appoint special counsel to investigate ‘bureaucratic coup’ against Trump,Politics,9/23/2018
Ed Whelan offers to resign from conservative think tank he led,Politics,9/23/2018
‘It’s hard to say what is real and what isn’t’: Women wrestle with accusation against Kavanaugh,Politics,9/23/2018
The Trailer: No Sleep Till the Senate Judiciary Hearing,Politics,9/23/2018
‘I’m not the president of the globe’: Trump goes it alone as he faces world leaders amid trade war against China,Politics,9/23/2018
Former White House counsel Gregory Craig under scrutiny by prosecutors in offshoot of Mueller probe,Politics,9/23/2018
President Trump’s claims about NAFTA and the U.S. auto industry,Politics,9/24/2018
What happens to police departments that collect more fines? They solve fewer crimes.,Politics,9/24/2018
What do peace processes without women&#8217;s participation produce? Less peace.,Politics,9/24/2018
The Trump administration wrongly assumed China would capitulate in a trade war. What happens now?,Politics,9/24/2018
"Congressional opposition to Trump’s postal cuts, privatization plan grows",Politics,9/24/2018
The Cybersecurity 202: Why lawmakers' personal accounts are a prime target for foreign hackers,Politics,9/24/2018
The Health 202: Republicans are running from health care on the campaign trail -- except for President Trump,Politics,9/24/2018
The Energy 202: North Carolina floods thrust Trump coal deregulation back into spotlight,Politics,9/24/2018
"‘A fantastic, fantastic man’: Trump showers praise on Kavanaugh in new radio interview",Politics,9/24/2018
The Finance 202: China shows it's in for long haul as Trump tariffs bite,Politics,9/24/2018
Trump says no decision on whether to fire Rosenstein,Politics,9/24/2018
The Daily 202: Can Kavanaugh survive? 10 questions after a second woman accuses him of sexual misconduct.,Politics,9/24/2018
Trump says he stands by his Supreme Court nominee ‘all the way’ following second accusation of sexual misconduct against Kavanaugh,Politics,9/24/2018
Breaking down the new Brett Kavanaugh sexual misconduct allegation,Politics,9/24/2018
Trump says he’ll have second meeting with Kim Jong Un ‘quite soon’,Politics,9/24/2018
Texas Senate campaign reveals the differing views of Beto O’Rourke and Ted Cruz on race in America,Politics,9/24/2018
Trump calls Roe v. Wade ‘a controversy that I’m going to leave to the courts’,Politics,9/24/2018
"Now that Kavanaugh has a second accuser, what do Senate Republicans do?",Politics,9/24/2018
Some conservatives have identified the real victims in the Kavanaugh fight: Men,Politics,9/24/2018
‘Left-wing conspiracy’: The White House abandons restraint after second Kavanaugh accusation,Politics,9/24/2018
Is Rod Rosenstein ‘very compromised?’,Politics,9/24/2018
A Rod Rosenstein resignation would affect the Mueller probe in ways you might not expect,Politics,9/24/2018
Is Rod Rosenstein ‘very compromised?’,Politics,9/24/2018
The Kavanaugh nomination hasn’t been the boost to Republicans Trump might have hoped,Politics,9/24/2018
Trump an ‘absolute no’ on Puerto Rico statehood because of San Juan’s ‘horror show’ of a mayor,Politics,9/24/2018
"If Rod Rosenstein leaves, don’t expect Congress to step in to protect the Russia probe",Politics,9/24/2018
"If Rod Rosenstein leaves, don’t expect Congress to step in to protect the Russia probe",Politics,9/24/2018
"The new Kavanaugh allegation is on precarious legal ground, former sex-crimes prosecutors say",Politics,9/24/2018
A chaotic opening to what could be a fateful week,Politics,9/24/2018
Republicans claim they saw a payroll tax cut. Democrats claim they didn’t.,Politics,9/24/2018
"The new Kavanaugh allegation is on precarious legal ground, former sex-crimes prosecutors say",Politics,9/24/2018
Trump arrives at U.N. to promote foreign agenda but domestic turmoil reigns,Politics,9/24/2018
‘I’ve never sexually assaulted anyone’: Brett Kavanaugh offers deeply personal defense in Fox News interview,Politics,9/24/2018
"Brett Kavanaugh’s Fox News interview transcript, annotated",Politics,9/24/2018
"Brett Kavanaugh’s Fox News interview transcript, annotated",Politics,9/24/2018
‘It’s the culture war on steroids.’ Kavanaugh fight takes on symbolism in divided era.,Politics,9/24/2018
White House plunges into tumult amid crises over Kavanaugh and Rosenstein,Politics,9/24/2018
Beto O’Rourke’s false claim he did not try to leave the scene of a DWI,Politics,9/25/2018
"GOP Rep. Cramer questions whether accusation against Kavanaugh should disqualify him, even if true",Politics,9/25/2018
The turnout gap between whites and racial minorities is larger than you think — and hard to change,Politics,9/25/2018
Q&A for federal workers: Raises and COLAs,Politics,9/25/2018
Is Obama breaking norms as a former President? Not really.,Politics,9/25/2018
Who controls your data? India may pass a law ensuring that you do.,Politics,9/25/2018
Trump cuts a lonely figure at the U.N.,Politics,9/25/2018
Who&#8217;s Renate? How the Trump gravity field pulls little-known people into the national narrative.,Politics,9/25/2018
Trump overstates GOP favorability advantage as he touts new poll findings,Politics,9/25/2018
The Cybersecurity 202: Congress poised to allow DHS to take the lead on federal cybersecurity,Politics,9/25/2018
How in the world is Mark Judge not testifying?,Politics,9/25/2018
U.S. all but certain to miss weekend deadline to include Canada in three-way NAFTA deal,Politics,9/25/2018
"Trump rejects globalism, emphasizes &#8216;America First&#8217; foreign policy approach in speech to U.N.",Politics,9/25/2018
World leaders stumble upon a potent response to Trump’s claims: Laughter,Politics,9/25/2018
"At United Nations, Trump rejects constraints imposed by other nations, says U.S. will act to counter ‘global control’",Politics,9/25/2018
What we know about the allegations surrounding Brett Kavanaugh,Politics,9/25/2018
"Trump’s angry, meandering broadside against Brett Kavanaugh’s accusers, annotated",Politics,9/25/2018
Tom Steyer intends to spend on Senate races if Rosenstein is fired,Politics,9/25/2018
"In his speech at the U.N., Trump again embraces Poland’s shift away from liberal democracy",Politics,9/25/2018
The virginity defense is a reminder of our ignorance about sexual violence,Politics,9/25/2018
Trudeau says Canada does redistricting better than we do. Is he right?,Politics,9/25/2018
"‘People actually laughed at a president’: At U.N. speech, Trump suffers the fate he always feared",Politics,9/25/2018
"The Trailer: Heidi, Joe, and Joe",Politics,9/25/2018
‘Back in the foxhole together’: Conservatives rally around Kavanaugh amid accusations,Politics,9/25/2018
"Rachel Mitchell, an Arizona county sex crimes prosecutor, emerges as top GOP choice to question Kavanaugh accuser before committee",Politics,9/25/2018
Three Yale Law School classmates who endorsed Kavanaugh call for investigation into sexual misconduct claims,Politics,9/25/2018
Arizona prosecutor Rachel Mitchell emerges as GOP choice to question Kavanaugh and accuser at hearing,Politics,9/25/2018
House GOP planning to subpoena McCabe memos,Politics,9/25/2018
"Resign, fire or stay? Rosenstein is the latest contestant in Trump’s favorite game.",Politics,9/25/2018
A nationalist abroad: Stephen Bannon evangelizes Trump-style politics across Europe,Politics,9/25/2018
Fox News’s kid-gloves interview with Kavanaugh leaves all the tough questions to partisan Democrats,Politics,9/25/2018
The Daily 202: Kavanaugh’s memory of himself in high school is very different than his portrayal in the yearbook,Politics,9/25/2018
Top Senate Republicans aren’t even pretending Kavanaugh’s accusers will make a difference,Politics,9/25/2018
Trump says he has ‘no plans’ to meet with Iranian leader at the U.N.,Politics,9/25/2018
How in the world is Mark Judge not testifying?,Politics,9/25/2018
U.S. all but certain to miss weekend deadline to include Canada in three-way NAFTA deal,Politics,9/25/2018
"At United Nations, Trump rejects constraints imposed by other nations, says U.S. will act to counter ‘global control’",Politics,9/25/2018
What we know about the allegations surrounding Brett Kavanaugh,Politics,9/25/2018
"Trump’s angry, meandering broadside against Brett Kavanaugh’s accusers, annotated",Politics,9/25/2018
Tom Steyer intends to spend on Senate races if Rosenstein is fired,Politics,9/25/2018
Fact-checking President Trump’s speech to the U.N. General Assembly,Politics,9/26/2018
Brett Kavanaugh has no good choices anymore,Politics,9/26/2018
Brett Kavanaugh has no good choices anymore,Politics,9/26/2018
Russia is trying to influence the 2018 U.S. election. But this time the U.S. is prepared.,Politics,9/26/2018
How Rosenstein can protect the Mueller investigation — even if he’s fired,Politics,9/26/2018
The Health 202: Congress reaches deal on major opioids' package,Politics,9/26/2018
People think that the E.U. is run by unelected technocrats. They&#8217;re wrong.,Politics,9/26/2018
The Finance 202: Trump's NAFTA redo hits a skid as Sunday deadline approaches,Politics,9/26/2018
The Energy 202: Trump again bashes Germany for Russian pipeline — this time to chuckles,Politics,9/26/2018
Kavanaugh accuser Christine Blasey Ford releases sworn declarations from husband and three friends,Politics,9/26/2018
The Daily 202: Trump’s attacks on Kavanaugh’s second accuser show why the GOP hired a woman to question Ford,Politics,9/26/2018
"Nikki Haley defends Trump, says ‘disgusting’ media coverage makes United States look bad to the world",Politics,9/26/2018
Kavanaugh nomination: Trump calls nominee ‘an absolute gem’ as tensions swirl over planned hearing,Politics,9/26/2018
"Kavanaugh’s 1982 calendar, annotated",Politics,9/26/2018
Tech executives voice support for national privacy law,Politics,9/26/2018
Trump endorses separate Palestinian state as goal of Mideast peace talks,Politics,9/26/2018
"House Speaker Ryan says Trump has promised to sign spending bill, averting a shutdown",Politics,9/26/2018
Trump administration appeals ruling striking down anti-union orders,Politics,9/26/2018
"Without evidence, Trump accuses China of interfering in U.S. midterm elections",Politics,9/26/2018
The Trump team’s 24 hours of ridiculous and contradictory arguments,Politics,9/26/2018
The Trump team’s 24 hours of ridiculous and contradictory arguments,Politics,9/26/2018
Kavanaugh may be the most polarizing issue of Trump’s presidency,Politics,9/26/2018
"‘I have never sexually assaulted anyone:’ Brett Kavanaugh’s testimony to Congress, annotated",Politics,9/26/2018
"‘I have never sexually assaulted anyone:’ Brett Kavanaugh’s testimony to Congress, annotated",Politics,9/26/2018
Federal employee health-care premiums to rise 1.5 percent on average for 2019,Politics,9/26/2018
Where Americans vote — and where they don’t,Politics,9/26/2018
Fox News airs conspiracy theories to debase Kavanaugh’s accusers,Politics,9/26/2018
Fox News airs conspiracy theories to debase Kavanaugh’s accusers,Politics,9/26/2018
"Third woman comes forward with sexual misconduct allegation against Kavanaugh, further roiling confirmation process",Politics,9/26/2018
7 things to watch for in Thursday’s Brett Kavanaugh hearing,Politics,9/26/2018
Senate panel advances Syria sanctions that also target Russia,Politics,9/26/2018
Democrats are unusually motivated to vote — and the Supreme Court is among their top concerns,Politics,9/26/2018
Kavanaugh confirmation fight tests McConnell’s ability to play his long game,Politics,9/26/2018
7 things to watch for in Thursday’s Brett Kavanaugh hearing,Politics,9/26/2018
Trump pledges ‘we’ll keep the government open’ days ahead of shutdown deadline,Politics,9/26/2018
"Trump says he&#8217;d prefer to keep Rosenstein, who has overseen the special counsel’s Russia probe, as deputy attorney general",Politics,9/26/2018
